bedroom,price,area,Floor,property_type,locality,City,furnish_type,Tenant Preferred,bathroom,seller_type,price_per_sqft,bed_bath_ratio,price_log,rent_category
1,32000,565,1 out of 8,Super Area,"Lake Bloom, Powai",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,56.63716814,0.5,10.37352243,High
1,26000,450,4 out of 8,Carpet Area,Kalina,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,57.77777778,1,10.16589028,High
2,60000,710,5 out of 18,Carpet Area,"Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,84.50704225,1,11.00211651,Very High
3,190000,1514,34 out of 58,Carpet Area,"Bombay Dyeing Two ICC, Dadar East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,125.4953765,0.75,12.15478461,Very High
3,100000,1080,5 out of 8,Carpet Area,Santacruz West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,92.59259259,1,11.51293546,Very High
2,35000,700,5 out of 8,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Unfurnished,Family,2,Contact Agent,50,1,10.46313191,High
3,68000,890,11 out of 19,Carpet Area,"Kanakia Rainforest, Marol",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,76.40449438,1.5,11.12727769,Very High
3,150000,1250,5 out of 8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,120,1,11.91839724,Very High
1,18000,300,4 out of 6,Super Area,Vile Parle West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,60,1,9.798182591,Medium
2,55000,720,5 out of 7,Carpet Area,"Dheeraj Swapna Apartment, Pali Hill",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,76.38888889,1,10.91510665,Very High
3,65000,825,20 out of 22,Carpet Area,Lokhandwala Complex,Mumbai,Furnished,Family,3,Contact Agent,78.78787879,1,11.08215793,Very High
2,80000,500,1 out of 5,Carpet Area,Vile Parle East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,160,1,11.28979441,Very High
2,53000,750,12 out of 19,Carpet Area,"Lake Florence, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,70.66666667,1,10.87806606,Very High
2,80000,750,15 out of 18,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,106.6666667,1,11.28979441,Very High
1,18000,360,3 out of 7,Carpet Area,"Anita, Lokhandwala Twp",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,50,1,9.798182591,Medium
4,250000,1545,65 out of 78,Carpet Area,"Trump Tower, Worli",Mumbai,Semi-Furnished,Family,5,Contact Agent,161.8122977,0.8,12.4292202,Very High
1,17500,400,4 out of 4,Carpet Area,Evershine Nagar,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,43.75,1,9.770013301,Medium
3,43000,750,6 out of 16,Carpet Area,Mahavir Nagar,Mumbai,Unfurnished,Family,2,Contact Agent,57.33333333,1.5,10.66897865,Very High
1,13500,432,5 out of 8,Carpet Area,"Hiral Greens, Mira Road East",Mumbai,Unfurnished,Family,2,Contact Agent,31.25,0.5,9.510519036,Low
2,18000,780,17 out of 22,Carpet Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Agent,23.07692308,1,9.798182591,Medium
2,75000,695,4 out of 7,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,107.9136691,2,11.22525673,Very High
1,18000,375,6 out of 24,Carpet Area,"Prasanna Vastu Chs, Jankalyan Nagar",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,48,1,9.798182591,Medium
3,160000,1095,40 out of 75,Carpet Area,"Lodha The Park, Worli",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,146.1187215,1,11.98293534,Very High
1,32000,475,4 out of 4,Carpet Area,Shri Swami Samarth Nagar,Mumbai,Semi-Furnished,Family,2,Contact Agent,67.36842105,0.5,10.37352243,High
2,55000,790,9 out of 15,Carpet Area,"Vijaya Heritage, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,69.62025316,1,10.91510665,Very High
2,47000,661,19 out of 38,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,71.10438729,1,10.75792416,Very High
2,35000,700,5 out of 7,Carpet Area,"Evershine Millenium Paradise, Thakur Village, Kandivali East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,50,1,10.46313191,High
1,15000,420,6 out of 7,Carpet Area,Dahisar East,Mumbai,Semi-Furnished,Family,1,Contact Agent,35.71428571,1,9.615872145,Medium
2,50000,750,5 out of 7,Carpet Area,D.N. Nagar,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,66.66666667,1,10.81979828,Very High
2,25500,950,Ground out of 4,Super Area,Dhanukar Wadi,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,26.84210526,0.666666667,10.14647295,High
5,350000,1880,15 out of 31,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,5,Contact Agent,186.1702128,1,12.76569129,Very High
3,55000,1350,11 out of 28,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,40.74074074,1,10.91510665,Very High
1,25000,330,4 out of 6,Super Area,Mazgaon,Mumbai,Semi-Furnished,Family,1,Contact Owner,75.75757576,1,10.1266711,High
2,50000,750,8 out of 16,Carpet Area,"Safal Saraswati, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,66.66666667,1,10.81979828,Very High
2,65000,925,10 out of 22,Carpet Area,"MJ Shah Centrio, Chembur",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,70.27027027,0.666666667,11.08215793,Very High
3,50000,1150,17 out of 24,Carpet Area,"Benzer Tower, Thakur Complex",Mumbai,Semi-Furnished,Family,3,Contact Agent,43.47826087,1,10.81979828,Very High
3,65000,1105,15 out of 19,Carpet Area,"Hillcrest, Chakala MIDC",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,58.82352941,1,11.08215793,Very High
3,160000,1050,9 out of 10,Carpet Area,Khar,Mumbai,Furnished,Bachelors,3,Contact Agent,152.3809524,1,11.98293534,Very High
1,25000,410,4 out of 8,Carpet Area,Friends Colony,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,60.97560976,1,10.1266711,High
1,32000,460,7 out of 12,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,69.56521739,0.5,10.37352243,High
1,21000,600,2 out of 2,Super Area,Reay road east,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,35,1,9.952325335,High
1,20000,570,6 out of 7,Super Area,"Leo Ratnakar, Mahavir Nagar",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,35.0877193,0.5,9.903537551,Medium
2,55000,720,8 out of 20,Carpet Area,Chembur East,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,76.38888889,1,10.91510665,Very High
1,32000,500,4 out of 4,Carpet Area,Chirag Nagar,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,64,0.5,10.37352243,High
4,150000,1460,11 out of 13,Carpet Area,"Insignia, Bandra East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,102.739726,1,11.91839724,Very High
1,30000,415,5 out of 8,Carpet Area,"Ekta Meadows, Borivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,72.28915663,0.5,10.30898599,High
3,150000,1400,6 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,107.1428571,1,11.91839724,Very High
1,27000,270,1 out of 4,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,100,1,10.20362918,High
2,47000,585,7 out of 8,Carpet Area,Gokuldham,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,80.34188034,1,10.75792416,Very High
4,150000,1755,9 out of 19,Carpet Area,"Ekta Legranz, Chembur",Mumbai,Unfurnished,Family,4,Contact Agent,85.47008547,1,11.91839724,Very High
1,27000,550,4 out of 7,Carpet Area,Borivali West,Mumbai,Furnished,Family,2,Contact Owner,49.09090909,0.5,10.20362918,High
3,160000,1300,37 out of 51,Carpet Area,"Lodha Primero, Mahalakshmi",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,123.0769231,0.75,11.98293534,Very High
2,100000,1200,6 out of 11,Super Area,Mount Mary,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,83.33333333,1,11.51293546,Very High
2,45002,600,9 out of 17,Carpet Area,"Raheja Vista, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,75.00333333,1,10.71448443,Very High
2,48000,700,8 out of 15,Carpet Area,"Sundew CHS, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,68.57142857,1,10.77897712,Very High
1,18000,385,11 out of 20,Carpet Area,"Garden View Apartment, Aarey Milk Colony",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,46.75324675,1,9.798182591,Medium
1,7500,500,2 out of 2,Carpet Area,Suram Park Society,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner,15,1,8.922791624,Very Low
2,50000,850,10 out of 23,Carpet Area,Film City,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,58.82352941,1,10.81979828,Very High
3,55000,900,Upper Basement out of 10,Carpet Area,Chikuwadi,Mumbai,Semi-Furnished,Family,2,Contact Agent,61.11111111,1.5,10.91510665,Very High
1,26000,400,4 out of 7,Carpet Area,"Dheeraj Kiran CHS Walad West, Sunder Nagar",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,65,1,10.16589028,High
2,17000,600,7 out of 23,Carpet Area,"DB Ozone, Mira Road",Mumbai,Unfurnished,Bachelors,2,Contact Owner,28.33333333,1,9.741027445,Medium
2,40000,750,5 out of 8,Carpet Area,"Vasant Marvel, Magathane",Mumbai,Semi-Furnished,Family,2,Contact Agent,53.33333333,1,10.59665973,High
2,43000,628,4 out of 11,Carpet Area,Andheri East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,68.47133758,1,10.66897865,Very High
3,140000,1330,17 out of 43,Carpet Area,"Lodha Altia, Wadala East",Mumbai,Unfurnished,Bachelors,4,Contact Agent,105.2631579,0.75,11.84940484,Very High
3,140000,1064,7 out of 22,Carpet Area,"Rustomjee Seasons, Bandra East",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,131.5789474,1,11.84940484,Very High
3,120000,1200,14 out of 18,Carpet Area,"Stellar Tower, Lokhandwala Complex",Mumbai,Furnished,Family,3,Contact Agent,100,1,11.69525536,Very High
4,400000,2200,6 out of 10,Carpet Area,Juhu,Mumbai,Furnished,Bachelors/Family,4,Contact Agent,181.8181818,1,12.89922233,Very High
2,21000,630,8 out of 12,Carpet Area,Beverly Park,Mumbai,Semi-Furnished,Family,2,Contact Agent,33.33333333,1,9.952325335,High
2,40000,650,3 out of 7,Carpet Area,Sindhi Society Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,61.53846154,1,10.59665973,High
2,40000,845,7 out of 8,Super Area,Vikhroli West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,47.33727811,1,10.59665973,High
3,230000,1915,3 out of 18,Super Area,"Ashok tower, Parel",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,120.1044386,1,12.34583894,Very High
2,20000,900,7 out of 7,Super Area,Mira Road,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.22222222,1,9.903537551,Medium
2,60000,807,14 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,74.34944238,1,11.00211651,Very High
2,35000,1100,Ground out of 3,Super Area,Mulund East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,31.81818182,1,10.46313191,High
3,300000,1600,18 out of 23,Super Area,"Chaitanya Towers, Prabhadevi",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Owner,187.5,0.6,12.61154109,Very High
2,6500,790,3 out of 7,Super Area,"Deep Heights, Nalasopara",Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,8.227848101,1,8.77971129,Very Low
1,15000,380,19 out of 19,Carpet Area,sra,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,39.47368421,1,9.615872145,Medium
2,38000,650,4 out of 10,Carpet Area,"Ahimsa Marg, Mindspace",Mumbai,Unfurnished,Family,2,Contact Agent,58.46153846,1,10.54536775,High
2,35000,800,9 out of 20,Carpet Area,Borivali East,Mumbai,Semi-Furnished,Family,2,Contact Agent,43.75,1,10.46313191,High
2,32000,830,13 out of 14,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,38.55421687,1,10.37352243,High
1,16000,410,Ground out of 4,Carpet Area,Mamletdarwadi,Mumbai,Unfurnished,Bachelors,1,Contact Owner,39.02439024,1,9.680406499,Medium
1,33000,428,7 out of 11,Carpet Area,"Crescent Solitaire, Sakinaka Junction",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,77.10280374,0.5,10.40429314,High
1,8500,550,3 out of 5,Super Area,Thane-Kalyan-Dombivli,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,15.45454545,1,9.047939083,Very Low
2,60000,630,11 out of 22,Carpet Area,Central Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,95.23809524,1,11.00211651,Very High
1,20000,550,5 out of 7,Super Area,Rock garden Chs,Mumbai,Unfurnished,Bachelors,2,Contact Owner,36.36363636,0.5,9.903537551,Medium
1,38000,450,4 out of 8,Carpet Area,"Juveria Apartment, Mazgaon",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,84.44444444,0.5,10.54536775,High
2,100000,750,Upper Basement out of 30,Carpet Area,"Lodha NCP Commercial , Wadala",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,133.3333333,1,11.51293546,Very High
2,65000,800,12 out of 14,Carpet Area,"Kabra Centroid, Santacruz East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,81.25,1,11.08215793,Very High
3,80000,1050,16 out of 31,Carpet Area,"HDIL Metropolis, Andheri West",Mumbai,Furnished,Family,3,Contact Agent,76.19047619,1,11.28979441,Very High
2,85000,850,1 out of 8,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,2,Contact Agent,100,1,11.3504183,Very High
4,600000,2500,12 out of 13,Carpet Area,"Mount Marry, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,240,1,13.3046866,Very High
3,150000,2000,6 out of 7,Carpet Area,"Saraswati Sadan, Parel",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,75,1,11.91839724,Very High
3,130000,1330,11 out of 51,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,97.7443609,0.75,11.77529742,Very High
3,55000,950,2 out of 12,Carpet Area,Srishti Complex,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,57.89473684,1,10.91510665,Very High
1,23000,435,9 out of 22,Carpet Area,Kandivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,52.87356322,0.5,10.04329297,High
3,95000,1300,8 out of 16,Carpet Area,"Bharat Ark, Andheri West",Mumbai,Semi-Furnished,Bachelors,4,Contact Agent,73.07692308,0.75,11.4616427,Very High
2,40000,650,Ground out of 4,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,61.53846154,1,10.59665973,High
3,180000,1550,22 out of 24,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,116.1290323,1,12.10071769,Very High
1,25000,380,3 out of 4,Carpet Area,Irla,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,65.78947368,1,10.1266711,High
4,140000,1454,7 out of 14,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,96.28610729,1,11.84940484,Very High
2,55000,860,9 out of 20,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Family,2,Contact Agent,63.95348837,1,10.91510665,Very High
2,46000,680,4 out of 7,Carpet Area,"Trans Residency, Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,67.64705882,1,10.73641841,Very High
1,22000,433,2 out of 7,Carpet Area,"Highway Park Apartment, Kandivali East",Mumbai,Unfurnished,Bachelors,2,Contact Agent,50.80831409,0.5,9.998843186,High
2,55100,710,10 out of 22,Carpet Area,"Shapoorji Pallonji Vicinia, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,77.6056338,1,10.91692314,Very High
2,65000,700,5 out of 7,Carpet Area,Mahim,Mumbai,Furnished,Bachelors,2,Contact Agent,92.85714286,1,11.08215793,Very High
1,33000,550,Ground out of 4,Carpet Area,"Supreme Divine Light CHS, Chakala",Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,60,1,10.40429314,High
4,320000,2700,10 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,118.5185185,0.8,12.6760794,Very High
1,33000,350,Ground out of 5,Super Area,Andheri West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,94.28571429,1,10.40429314,High
1,25000,490,7 out of 8,Super Area,Bhandup East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,51.02040816,1,10.1266711,High
3,300000,1225,5 out of 13,Carpet Area,"Mount Marry, Mount Mary",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,244.8979592,1,12.61154109,Very High
3,100000,1286,7 out of 21,Carpet Area,"Lodha Bel Air, Jogeshwari West",Mumbai,Unfurnished,Bachelors/Family,5,Contact Agent,77.76049767,0.6,11.51293546,Very High
1,33000,425,5 out of 7,Carpet Area,Collector Colony,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,77.64705882,0.5,10.40429314,High
2,35000,550,7 out of 7,Carpet Area,90 ft road,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,63.63636364,1,10.46313191,High
3,130000,1224,14 out of 21,Carpet Area,Mumbai Central,Mumbai,Unfurnished,Family,3,Contact Agent,106.2091503,1,11.77529742,Very High
3,80000,950,17 out of 25,Carpet Area,Byculla West,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,84.21052632,1,11.28979441,Very High
1,10000,425,9 out of 14,Carpet Area,"Nicon Infinity, Vasai East",Mumbai,Semi-Furnished,Bachelors,2,Contact Owner,23.52941176,0.5,9.210440367,Low
3,92500,1000,6 out of 7,Carpet Area,"Rustomjee Central Park, Chakala",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,92.5,1,11.43497473,Very High
2,57000,710,15 out of 18,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,80.28169014,1,10.95082409,Very High
3,170000,1300,5 out of 8,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,130.7692308,1,12.0435596,Very High
1,29999,433,8 out of 20,Carpet Area,"Altavista, Sion Trombay Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,69.2817552,0.5,10.30895266,High
2,42000,650,8 out of 15,Carpet Area,Kings Circle,Mumbai,Furnished,Bachelors,2,Contact Agent,64.61538462,1,10.64544871,Very High
3,330000,1650,8 out of 27,Carpet Area,buena vista,Mumbai,Furnished,Bachelors,4,Contact Agent,200,0.75,12.70685096,Very High
2,24000,600,1 out of 5,Super Area,Mulund West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,40,2,10.08585078,High
2,35000,850,3 out of 6,Super Area,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner,41.17647059,1,10.46313191,High
1,14000,305,6 out of 24,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors,1,Contact Agent,45.90163934,1,9.546884035,Medium
2,45000,490,2 out of 3,Carpet Area,Gandhi Market,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,91.83673469,1,10.71443999,Very High
2,36000,690,4 out of 8,Carpet Area,Mulund West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,52.17391304,1,10.49130199,High
2,53500,635,17 out of 20,Carpet Area,"Nahar Jonquille and Jamaica, Chandivali",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,84.2519685,1,10.88745562,Very High
3,80000,1100,18 out of 22,Carpet Area,"Nahar Amrit Shakti powai, Chandivali",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,72.72727273,1.5,11.28979441,Very High
1,7500,250,1 out of 7,Super Area,Chinmay Gaurang Infrastructure Old Panvel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,30,1,8.922791624,Very Low
3,140000,1200,9 out of 30,Carpet Area,Worli Sea Face,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,116.6666667,1,11.84940484,Very High
2,95000,750,2 out of 7,Carpet Area,"Queens Palace, Bandra West",Mumbai,Unfurnished,Bachelors,2,Contact Agent,126.6666667,1,11.4616427,Very High
3,130000,1100,3 out of 8,Carpet Area,Khar West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,118.1818182,1,11.77529742,Very High
2,45000,700,4 out of 7,Carpet Area,"Bindra Complex , Andheri East",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,64.28571429,1,10.71443999,Very High
2,110000,1150,11 out of 26,Carpet Area,"Ivory Tower, Prabhadevi",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,95.65217391,1,11.60824474,Very High
3,120000,1379,17 out of 27,Carpet Area,Parmanand Wadi,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,87.01957941,1,11.69525536,Very High
1,60000,500,9 out of 10,Carpet Area,"Vaibhav Apartments, Dadar West",Mumbai,Furnished,Bachelors/Family,1,Contact Agent,120,1,11.00211651,Very High
3,120000,1400,10 out of 32,Super Area,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,85.71428571,1,11.69525536,Very High
1,40000,390,4 out of 12,Carpet Area,Parel,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,102.5641026,1,10.59665973,High
2,50000,935,2 out of 6,Super Area,Andheri West,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,53.47593583,1,10.81979828,Very High
2,36000,535,12 out of 16,Carpet Area,Ghatkopar West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,67.28971963,1,10.49130199,High
3,150000,1250,6 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,120,1,11.91839724,Very High
4,230000,3700,5 out of 20,Carpet Area,"Lake Superior, Powai",Mumbai,Furnished,Bachelors/Family,4,Contact Agent,62.16216216,1,12.34583894,Very High
1,25000,350,10 out of 24,Carpet Area,Lower Parel,Mumbai,Unfurnished,Bachelors,2,Contact Agent,71.42857143,0.5,10.1266711,High
3,190000,1350,65 out of 76,Carpet Area,"Lodha Marquise, Worli",Mumbai,Semi-Furnished,Family,4,Contact Agent,140.7407407,0.75,12.15478461,Very High
3,61000,1550,5 out of 20,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner,39.35483871,1,11.01864554,Very High
3,70000,1100,7 out of 10,Carpet Area,"Kohinoor City Phase II, Holly Cross Church Chowk",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,63.63636364,1,11.15626481,Very High
3,42000,950,5 out of 7,Carpet Area,Mulund East,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,44.21052632,1,10.64544871,Very High
1,27000,400,1 out of 7,Carpet Area,Govandi Station Road,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,67.5,1,10.20362918,High
2,60000,700,3 out of 4,Carpet Area,Irla,Mumbai,Furnished,Bachelors,2,Contact Agent,85.71428571,1,11.00211651,Very High
3,85000,850,3 out of 4,Super Area,Sion East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,100,1.5,11.3504183,Very High
2,75000,900,7 out of 9,Carpet Area,"Marine Palace, Marine Lines",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,83.33333333,1,11.22525673,Very High
3,200000,1208,5 out of 14,Carpet Area,Khar West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,165.5629139,1,12.20607765,Very High
3,170000,1150,8 out of 12,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,147.826087,1,12.0435596,Very High
3,180000,1600,17 out of 60,Carpet Area,"Island City Centre, Dadar TT Circle",Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,112.5,0.75,12.10071769,Very High
2,55000,700,10 out of 11,Carpet Area,"Shiv Bhagtani Manor 3A, Powai",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,78.57142857,1,10.91510665,Very High
5,600000,3200,10 out of 16,Carpet Area,Bandra East,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,187.5,1,13.3046866,Very High
1,18000,330,20 out of 22,Super Area,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,54.54545455,1,9.798182591,Medium
1,19000,225,18 out of 25,Super Area,Worli,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,84.44444444,1,9.852246888,Medium
3,150000,1050,5 out of 7,Carpet Area,JVPD Scheme,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,142.8571429,1,11.91839724,Very High
1,18500,225,4 out of 7,Carpet Area,Lower Parel,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,82.22222222,1,9.825580064,Medium
1,35000,463,5 out of 7,Carpet Area,Rambaug,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,75.59395248,0.5,10.46313191,High
4,200000,1900,5 out of 11,Carpet Area,"Dheeraj Insignia Apartment, Bandra Kurla Complex",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,105.2631579,1.333333333,12.20607765,Very High
2,150000,1500,15 out of 17,Super Area,Agripada,Mumbai,Furnished,Bachelors/Family,4,Contact Owner,100,0.5,11.91839724,Very High
2,70000,1000,15 out of 23,Carpet Area,"Lake Primrose, Chandivali",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,70,1,11.15626481,Very High
1,35000,450,6 out of 10,Carpet Area,Borivali West,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,77.77777778,0.5,10.46313191,High
2,45000,700,5 out of 17,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,2,Contact Owner,64.28571429,1,10.71443999,Very High
1,30000,355,2 out of 7,Carpet Area,Chembur East,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,84.50704225,1,10.30898599,High
3,50000,1325,3 out of 28,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,3,Contact Agent,37.73584906,1,10.81979828,Very High
2,50000,950,4 out of 8,Super Area,Ghatkopar East,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,52.63157895,1,10.81979828,Very High
1,42000,600,5 out of 24,Super Area,"Universal Neo Galaxy, Bhuleshwar",Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,70,1,10.64544871,Very High
2,19500,905,16 out of 32,Carpet Area,Navi Mumbai-Khargar-Panvel,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.54696133,1,9.878221025,Medium
3,90000,1500,6 out of 10,Carpet Area,Walkeshwar,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,60,1,11.40757606,Very High
